[381.96883679025325, -568.3248649291456]
[390.8453383295417, -576.3509431195181]
[392.166725168134, -548.0382866908645]
[392.33383519800805, -539.3769339483366]
[396.5852558237374, -531.8595752447062]
[424.55264153582186, -521.4498401042969]
[432.6599597151328, -541.4833205770641]
[441.9929966585432, -550.084680957702]
[434.06203170521195, -531.5465643694743]
[494.0821677841118, -611.3841207156881]
[475.20319759058555, -577.6779996436264]
[507.03432175702306, -600.6574884732736]
[448.06688123312233, -569.2931834893972]
[429.4470679212216, -630.5766846627721]
[472.1215325468842, -525.2638739408105]
[516.9754951398787, -607.8372342109272]
[368.53106193962856, -443.23500927386743]
[375.3806923785207, -446.23186232150107]
[531.9377333348912, -629.1148666878911]
[554.4291502825092, -647.7642154690972]
[566.1348459402544, -664.9509845754067]
[591.846549421518, -712.3978965779829]
[543.1261741503171, -640.722782137905]
[538.2853990060894, -636.3343123625408]
[532.850845267282, -634.6890159146825]
[382.42828157048245, -536.4696807774286]
[504.5109265201905, -618.064992975486]
[469.84329464757406, -585.9514159768389]
[374.78292373529894, -507.4026839361559]
[350.9452262566572, -503.3887900138027]
[419.15664622472923, -553.374626415163]
[432.13394234933793, -572.9625841359278]
[374.06423229579866, -520.1399387060168]
[360.733251414739, -505.6081741394513]
[417.98134580002085, -556.9583294591175]
[334.12204447443895, -509.41271378562755]
[376.2700382042888, -485.704720789838]
[401.65670652984574, -532.3106004937086]
[398.40049327168595, -532.3041906488504]
[390.702738072806, -518.3855557328925]
[402.1847236376419, -537.6239370473347]
[406.97694586881687, -534.4278726100272]
[404.11474322704265, -519.0114148639636]
[405.6882925729545, -519.5211096142874]
[412.4201227165859, -525.8612870692907]
[438.81320761638034, -544.3930423031939]
[450.606706788612, -547.0638814286136]
[439.6591305894983, -536.9564936903528]
[434.17065507044987, -479.1080060315473]
[381.1544157908404, -441.7631676488147]
[369.4812884809762, -419.83864058110134]
[388.21976276565795, -432.21241020372827]
[393.14180029983913, -427.06687059221406]
[422.6558086892305, -429.41686257041505]
[459.0726839923271, -478.39726357717564]
[398.71726624661824, -409.7968220599197]
[371.16933963976885, -400.46116648245896]
[388.5764964048218, -394.45735350549853]
[394.0859779625305, -391.4643123714651]
[387.6564046846223, -378.060773123642]
[396.9614739473943, -383.7127571374772]
[487.7635983080351, -431.5871646170838]
[470.6276869259088, -411.3748964167738]
[452.6803612325477, -392.2403816927819]
[450.24648820211183, -370.35485023681514]
[402.2506970708839, -354.27668929805]
[400.8145856262616, -332.2143322801429]
[443.28651699494077, -328.8200662183885]
[437.19882009657965, -313.51132889445944]
[448.90708725088797, -306.2979062668058]
[396.92340644323684, -281.5191549254696]
[411.5924609560409, -265.18600670059715]
[358.14018089898207, -230.9304608424143]
[357.47336575253195, -223.3833885264583]
[342.77480011108594, -212.33107911629722]
[397.9194931414505, -233.05352382822574]
[404.1195425661846, -237.39947871101052]
[412.8036251918264, -208.62352190801283]
[430.0186934189193, -185.08108890699862]
[415.29480068115697, -175.06309536806828]
[431.2422159221603, -183.26843187180813]
[418.5932735174441, -177.328347479284]
[352.78699529784603, -195.3137833990509]
[414.7545610129678, -163.1039945648383]
[389.1645626693764, -167.8293490305211]
[380.1286678544297, -160.25400599629538]
[384.47297783254555, -154.84243420613515]
[373.3209109236879, -149.12287025992407]
[328.42083535074624, -147.30238256708185]
[361.42133978602914, -135.22512980453777]
[362.460594485498, -131.81767724676786]
[342.7504943728895, -131.8903345916845]
[331.7597857021762, -138.8684107380909]
[325.54463730900693, -142.17821588650165]
[329.2181213354412, -147.28043788161474]
[331.5324104939913, -154.5413491645923]
[324.3748123072572, -154.77553766323308]
[323.5820233761503, -161.1386760293848]
[346.61480671647763, -166.06153394176408]
[333.5886358142967, -168.47478307796547]
[363.1977957218826, -185.06342609732135]
[286.2590672097782, -199.74007361882644]
[348.8846163647295, -188.22350437871444]
[350.8770336788562, -194.88807536661977]
[343.8827074745813, -195.79454699018714]
[0.0, 0.0]
[299.8027997272115, -192.01170086139214]
[300.47477034900385, -194.98594665927212]
[313.0910370233144, -181.49215007423703]
[306.35328178764223, -179.36231835564993]
[301.8128198570859, -177.86005142959226]
[292.88607342931107, -171.44646144846732]
[288.07636222106237, -171.11204769386748]
[276.0494549883456, -171.90664201446216]
[266.9526118031714, -243.86029171167968]
[259.0625713118043, -233.6049954378938]
[246.02109517083258, -235.91654253884383]
[257.12177155386695, -182.3048878451781]
[248.07017578018008, -178.23669741778792]
[230.43793697261654, -177.31341799031983]
[216.74382515517834, -187.05320563540485]
[204.78147396182385, -187.4427621436278]
[216.47280946026248, -171.75050911096795]
[201.03470486958616, -176.59399832146116]
[189.31709323882114, -182.81504136838223]
[180.94155212729265, -181.91811774899443]
[159.3643771694388, -190.84650815196903]
[180.68510933241416, -180.15157953739563]
[151.94851668337034, -182.2686431478074]
[142.06337706755517, -182.0829058235114]
[143.89501818151885, -180.57004708040958]
[135.21634187022232, -180.28309123363064]
[129.17926426182046, -189.00547313360653]
[118.31514345373422, -182.85131574190956]
[114.1864476006516, -183.24923392206946]
[92.32394704342954, -188.3369657660253]
[47.48092772817428, -179.28017165406007]
[40.350797402645554, -178.4728328574401]
[45.14566219912489, -181.16692766939627]
[43.82786183799721, -171.35551541215708]
[35.81359842035999, -170.02645378536513]
[28.251805008705333, -175.83716959787787]
[20.261592843815738, -169.11689680357563]
[6.073844223916026, -168.25156316045673]
[-8.160028241267117, -171.18356577284328]
[-16.563239789417704, -170.98967078795673]
[-27.2961274553452, -170.6636907273847]
[-29.781181755869156, -166.74424350635655]
[-26.56436856135823, -160.17594239196302]
[-50.40581822695112, -166.8724026735376]
[-62.24933785124249, -172.05003949050092]
[-70.0954546972468, -176.53934718036388]
[-69.45026494409308, -183.6307452328443]
[-106.09621282529724, -181.79424839295788]
[-112.01500652625396, -187.31343588943773]
[-97.3481826528548, -169.60914388423737]
[-145.0981617927404, -190.30848796815405]
[-163.8816571781723, -174.1607081974057]
[-171.966595578512, -170.99123590848976]
[-149.15920062443251, -163.53002071527735]
[-196.97776156142868, -193.15617887320067]
[-242.27158037627837, -175.83614255298852]
[-281.48484746172903, -172.92592085813763]
[-271.8592421606363, -233.61977337450963]
[-180.95427820519046, -207.70018301716775]
[-187.82176491975338, -207.7770221900229]
[-202.10426660870206, -224.39697378695132]
[-246.98475115744708, -197.70272763792244]
[-222.04309346931115, -223.00459879970776]
[-332.0217030472013, -146.0725740454817]
[-287.37774055968725, -178.91649351402998]
[-274.533412042384, -180.77215314861297]
[-333.28081482709354, -197.4034770985927]
[-386.7172591008795, -234.25348468600285]
[-312.966088947283, -165.55057463046472]
[-330.53668792078054, -174.21959589743037]
[-400.71567028873403, -195.28392702306326]
[-389.1148450260852, -188.33732704447513]
[-358.0369712670163, -168.19103127596102]
[-432.32011560012717, -186.02312983610463]
[-419.6990888149573, -174.9327927697721]
[-417.4257770245288, -170.5703767565948]
[-423.46335962843534, -179.05347312828007]
[-380.5492888083617, -176.66448979709276]
[-487.06760254313525, -173.53657768832716]
[-463.6035186666913, -179.1348766262262]
[-477.11634328754275, -184.73920444584704]
[-461.86186375445357, -192.92773000576065]
[-400.9456066578444, -206.6418888143368]
[-426.6269827053453, -261.760559764099]
[-447.0510359416786, -207.84469996304782]
[-439.4040541107082, -211.92840313947622]
